Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_5000,N_N_1,SMART,3,90534013,5.001,11040
200_5000,N_N_1,SMART,4,99665920,5.000,11374
200_5000,N_N_1,SMART,5,93099219,5.001,11468
200_5000,N_N_1,SMART,6,88125334,5.000,11670
200_5000,N_N_1,SMART,7,93929539,5.000,11758
200_5000,N_N_1,SMART,8,87443675,5.001,10945
200_5000,N_N_1,SMART,9,94019687,5.000,10936
200_5000,N_N_1,SMART,10,94472294,5.001,11127
200_5000,N_N_2,STANDARD,1,8798140,5.001,12725
200_5000,N_N_2,STANDARD,2,9362171,5.000,11211
200_5000,N_N_2,STANDARD,3,10321520,5.000,10989
200_5000,N_N_2,STANDARD,4,8665279,5.001,11162
200_5000,N_N_2,STANDARD,5,9785874,5.000,11243
200_5000,N_N_2,STANDARD,6,9600623,5.000,11504
200_5000,N_N_2,STANDARD,7,9409457,5.000,11857
200_5000,N_N_2,STANDARD,8,9270978,5.000,10881
200_5000,N_N_2,STANDARD,9,10183093,5.001,11452
200_5000,N_N_2,STANDARD,10,10274842,5.000,11274
200_5000,N_N_2,SMART,1,9303832,5.000,11950
200_5000,N_N_2,SMART,2,8742996,5.000,11850
200_5000,N_N_2,SMART,3,9740791,5.000,11527
200_5000,N_N_2,SMART,4,9903734,5.000,10676
200_5000,N_N_2,SMART,5,8207983,5.000,10882
200_5000,N_N_2,SMART,6,8633509,5.000,11098
200_5000,N_N_2,SMART,7,8585537,5.000,11281
200_5000,N_N_2,SMART,8,9102574,5.000,11412
200_5000,N_N_2,SMART,9,9747285,5.000,11083
200_5000,N_N_2,SMART,10,9565561,5.000,11325
200_5000,N_N_3,STANDARD,1,11309734,5.000,11282
200_5000,N_N_3,STANDARD,2,10832591,5.000,12670
200_5000,N_N_3,STANDARD,3,11546743,5.001,11534
200_5000,N_N_3,STANDARD,4,11277910,5.000,11612
200_5000,N_N_3,STANDARD,5,10794642,5.000,11387
200_5000,N_N_3,STANDARD,6,11960115,5.000,11280
200_5000,N_N_3,STANDARD,7,11458346,5.000,11715
200_5000,N_N_3,STANDARD,8,10952487,5.001,12037
200_5000,N_N_3,STANDARD,9,11078712,5.000,11932
